,Cost ($),Emission (kg CO2)
3,395564.6388369175,4280761.717337271
4,393735.17890073854,4321250.506687271
5,391905.7189645596,4361739.296037273
6,390076.25902838085,4402228.085387272
7,388246.7990922019,4442716.874737271
8,386417.3391560229,4483205.664087272
9,384576.34208653885,4523935.654715897
10,,
0,426621.8927515801,4436726.237037151
1,424949.12801499024,4473500.553094542
2,423107.52917641535,4513886.605894541
3,421265.9303378404,4554272.658694542
4,419424.33149926533,4594658.711494542
5,417582.7326606905,4635044.764294541
6,415741.1338221156,4675430.817094542
7,413899.5349835405,4715816.869894542
8,412057.93614496564,4756202.9226945415
9,410207.4754873716,4796771.597319053
10,,
0,439934.45618276694,4479063.653219295
1,438213.4550209344,4518172.724382246
2,436312.9137507557,4561284.656312247
3,434412.37248057686,4604396.588242246
4,432511.8312103982,4647508.520172246
5,430611.2899402194,4690620.452102247
6,428710.7486700406,4733732.384032246
7,426810.2073998619,4776844.315962247
8,424909.666129683,4819956.247892247
9,422993.39182562777,4863433.411616028
10,,
0,410920.1874417589,4221616.925474715
1,409103.3554234801,4261831.148560162
2,407101.55885057704,4306034.470275162
3,405099.7622776741,4350237.791990161
4,403097.96570477117,4394441.113705161
5,401096.1691318682,4438644.435420162
6,399094.37255896523,4482847.757135161
7,397092.5759860622,4527051.078850162
8,395090.7794131591,4571254.400565162
9,393078.93749684154,4615651.023709333
10,,
0,423381.9727381788,4422050.303698761
1,421642.1785038544,4459514.550241292
2,419698.53208665166,4501328.579401291
3,417754.8856694488,4543142.608561292
4,415811.2392522459,4584956.637721293
5,413867.59283504315,4626770.666881291
6,411923.94641784043,4668584.6960412925
7,409980.30000063754,4710398.725201291
8,408036.6535834347,4752212.7543612905
9,406083.9152204621,4794212.236320676
10,,
0,392906.3342064686,4017995.5441852226
1,391167.4404888456,4057421.480037698
2,389265.7443863969,4100359.3814276992
3,387364.04828394816,4143297.282817699
4,385462.3521814994,4186235.1842076983
5,383560.6560790505,4229173.085597698
6,381658.9599766018,4272110.986987699
7,379757.2638741531,4315048.888377699
8,377855.56777170446,4357986.789767699
9,375942.1246690848,4401217.349957717
10,,
0,432120.8262831869,4545731.926339134
1,430472.1773115854,4581685.212371062
2,428650.86365650257,4621295.505851063
3,426829.5500014196,4660905.7993310625
4,425008.23634633666,4700516.092811062
5,423186.9226912536,4740126.386291063
6,421365.60903617076,4779736.679771063
7,419544.2953810878,4819346.973251063
8,417722.9817260049,4858957.266731063
9,415885.73878719064,4898911.370968111
10,,
0,405145.8257275534,4203013.343476431
1,403472.7643345766,4239467.579031812
2,401631.9982489746,4279430.055901813
3,399791.2321633726,4319392.532771812
4,397950.4660777705,4359355.009641811
5,396109.69999216846,4399317.486511812
6,394268.9339065664,4439279.963381812
7,392428.1678209644,4479242.440251812
8,390587.4017353624,4519204.917121812
9,388734.84852864966,4559386.247687504
10,,
0,408540.9096673719,4257170.996161914
1,406724.864723194,4296950.703969428
2,404722.2112646951,4340676.953529428
3,402719.5578061962,4384403.203089428
4,400716.90434769733,4428129.4526494285
5,398714.2508891984,4471855.702209428
6,396711.5974306995,4515581.951769428
7,394708.94397220056,4559308.201329428
8,392706.29051370174,4603034.450889429
9,390689.51191752765,4647092.70073053
10,,
0,429326.3688461198,4482553.539330472
1,427659.5812218361,4519710.522481891
2,425833.11164933734,4560250.426066891
3,424006.6420768386,4600790.329651891
4,422180.1725043397,4641330.233236892
5,420353.70293184096,4681870.136821892
6,418527.2333593422,4722410.040406892
7,416700.7637868434,4762949.943991892
8,414874.29421434476,4803489.847576892
9,413031.6343585349,4844380.540140168
10,,
0,423683.13866379455,4340578.996810402
1,422028.4962034239,4378003.797922431
2,420199.67673246254,4419169.68490243
3,418370.857261501,4460335.57188243
4,416542.03779053973,4501501.45886243
5,414713.2183195784,4542667.345842429
6,412884.39884861704,4583833.232822428
7,411055.5793776556,4624999.119802429
8,409226.7599066943,4666165.006782429
9,407389.01294672635,4707553.023676938
10,,
0,389806.8933028429,4079531.014395905
1,388178.2781372206,4115522.0503545706
2,386371.2686491243,4155366.093484571
3,384564.259161028,4195210.136614571
4,382757.2496729317,4235054.179744571
5,380950.24018483533,4274898.222874571
6,379143.230696739,4314742.266004572
7,377336.2212086428,4354586.309134572
8,375529.2117205464,4394430.352264571
9,373699.5084366775,4434783.162109839
10,,
0,410610.55696335714,4264332.181561193
1,408817.6662653552,4303517.347469368
2,406838.4681537315,4346753.300559368
3,404859.270042108,4389989.253649369
4,402880.0719304844,4433225.20673937
5,400900.8738188607,4476461.15982937
6,398921.67570723704,4519697.112919369
7,396942.47759561334,4562933.06600937
8,394963.27948398964,4606169.019099369
9,392965.41883221734,4649805.871418419
10,,
0,408323.6587181111,4171586.9541993164
1,406700.05193659395,4208041.732425965
2,404900.74340119865,4248366.853220967
3,403101.43486580346,4288691.974015967
4,401302.12633040803,4329017.0948109655
5,399502.81779501284,4369342.215605966
6,397703.5092596176,4409667.336400965
7,395904.20072422235,4449992.4571959665
8,394104.8921888271,4490317.577990965
9,392289.01601383823,4531026.563043699
10,,
0,422516.3651427803,4403354.965211092
1,420727.4137609426,4442453.754045585
2,418757.5787057777,4485450.229905586
3,416787.74365061295,4528446.705765586
4,414817.908595448,4571443.181625586
5,412848.07354028313,4614439.657485586
6,410878.2384851183,4657436.133345585
7,408908.4034299534,4700432.609205587
8,406938.56837478856,4743429.0850655865
9,404953.205939266,4786714.703838648
10,,
0,411286.3402572696,4273530.2476467155
1,409765.58242268,4306787.564243912
2,408074.46409764263,4343660.647168913
3,406383.34577260504,4380533.730093912
4,404692.2274475677,4417406.8130189115
5,403001.10912253027,4454279.895943911
6,401309.9907974928,4491152.978868911
7,399618.8724724553,4528026.06179391
8,397927.75414741784,4564899.1447189115
9,396224.55090702453,4602037.925684017
10,,
0,409998.73592985654,4257095.550634165
1,408350.30283873476,4293370.567457754
2,406521.0317592322,4333472.675442754
3,404691.76067972975,4373574.783427754
4,402862.4896002273,4413676.891412755
5,401033.21852072485,4453778.999397755
6,399203.9474412224,4493881.107382755
7,397374.6763617199,4533983.215367755
8,395545.4052822174,4574085.323352755
9,393704.9970517013,4614419.539969945
10,,
0,407971.7932344503,4191705.334082537
1,406313.3933171539,4228829.900971892
2,404480.8404636812,4269803.552306893
3,402648.28761020856,4310777.203641892
4,400815.73475673597,4351750.854976893
5,398983.1819032631,4392724.5063118925
6,397150.62904979044,4433698.157646893
7,395318.07619631774,4474671.808981893
8,393485.5233428451,4515645.460316893
9,391646.4024858865,4556765.640633332
10,,
0,430835.90729009086,4406732.338819843
1,429192.6079439649,4443362.831975933
2,427379.9336197098,4483762.790545933
3,425567.2592954546,4524162.749115933
4,423754.5849711993,4564562.7076859325
5,421941.91064694413,4604962.666255933
6,420129.23632268904,4645362.624825933
7,418316.5619984337,4685762.583395933
8,416503.88767417864,4726162.541965933
9,414673.1498583406,4767001.729922359
10,,
0,428681.92534526915,4429677.8659957405
1,426775.7932504471,4471998.233052797
2,424696.7669107095,4517906.152217798
3,422617.7405709721,4563814.071382796
4,420538.71423123474,4609721.990547797
5,418459.68789149733,4655629.909712797
6,416380.6615517598,4701537.828877796
7,414301.63521202246,4747445.748042797
8,412222.6088722848,4793353.667207797
9,410124.25511681405,4839664.7383612385
10,,
0,425175.4900395679,4482565.3117453605
1,423447.55147761427,4520200.967231016
2,421562.1579147602,4561193.201446017
3,419676.7643519059,4602185.435661017
4,417791.3707890517,4643177.669876018
5,415905.9772261975,4684169.904091017
6,414020.58366334334,4725162.138306018
7,412135.1901004892,4766154.372521018
8,410249.7965376348,4807146.606736017
9,408347.0695191992,4848461.04792775
10,,
0,424781.00322105445,4382128.1326859435
1,423097.9653117245,4419876.559455858
2,421246.3240405331,4461292.4163208585
3,419394.6827693417,4502708.2731858585
4,417543.04149815027,4544124.130050858
5,415691.40022695885,4585539.986915858
6,413839.7589557673,4626955.843780858
7,411988.11768457596,4668371.7006458575
8,410136.4764133845,4709787.557510858
9,408271.58414166456,4751492.784232268
10,,
0,414912.12974495615,4321130.8193664625
1,413212.03062773764,4358279.954564902
2,411335.8202451519,4399180.393834901
3,409459.6098625661,4440080.833104902
4,407583.3994799805,4480981.272374903
5,405707.18909739493,4521881.711644902
6,403830.9787148092,4562782.150914902
7,401954.76833222347,4603682.590184902
8,400078.55794963776,4644583.029454901
9,398192.7855628886,4685698.522144212
10,,
0,420419.62358435715,4413296.116022392
1,418740.8598742197,4449738.76960967
2,416871.9894796626,4490193.197859668
3,415003.1190851057,4530647.626109668
4,413134.2486905486,4571102.05435967
5,411265.37829599157,4611556.48260967
6,409396.50790143455,4652010.91085967
7,407527.63750687754,4692465.33910967
8,405658.7671123206,4732919.767359669
9,403779.81264090317,4773559.879347879
10,,
0,408002.8822602421,4210527.544055252
1,406358.58562662266,4246970.096342741
2,404531.0659081069,4287330.535632739
3,402703.54618959094,4327690.974922739
4,400876.026471075,4368051.414212739
5,399048.5067525592,4408411.853502741
6,397220.9870340435,4448772.29279274
7,395393.4673155275,4489132.73208274
8,393565.9475970116,4529493.17137274
9,391723.9117760905,4570155.516914853
10,,
0,435420.5550293811,4535702.332978886
1,433736.40305644885,4572356.066659147
2,431878.7022207746,4612706.974339147
3,430021.0013851001,4653057.882019147
4,428163.30054942577,4693408.7896991465
5,426305.5997137514,4733759.697379148
6,424447.898878077,4774110.605059147
7,422590.1980424027,4814461.512739147
8,420732.4972067284,4854812.420419146
9,418865.0512815386,4895375.993743574
10,,
0,425964.4597798049,4368808.426518176
1,424136.7401303601,4408681.633673048
2,422120.65500935237,4452693.103358047
3,420104.56988834444,4496704.573043046
4,418088.4847673366,4540716.042728047
5,416072.3996463287,4584727.512413045
6,414056.31452532095,4628738.982098045
7,412040.2294043131,4672750.451783047
8,410024.1442833052,4716761.921468047
9,407985.6585050233,4761204.084706205
10,,
0,434625.049111849,4522114.4241938945
1,432864.83023648604,4561513.113189406
2,430928.177907361,4604765.569389407
3,428991.52557823615,4648018.025589406
4,427054.87324911123,4691270.481789408
5,425118.2209199863,4734522.937989408
6,423181.56859086134,4777775.394189407
7,421244.91626173654,4821027.850389407
8,419308.2639326115,4864280.306589406
9,417351.5963352911,4907959.375545939
10,,
0,424308.5738714635,4435828.861406673
1,422671.19327609893,4471522.975151001
2,420861.011296366,4510827.733336001
3,419050.8293166332,4550132.491521002
4,417240.6473369002,4589437.249706001
5,415430.4653571675,4628742.007891
6,413620.2833774345,4668046.766076
7,411810.1013977017,4707351.524261001
8,409999.91941796883,4746656.282446001
9,408175.85874251847,4786265.490716107
10,,
0,405368.9219689927,4212914.257350463
1,403798.5688247331,4247036.831829858
2,402062.59649605496,4284650.779709859
3,400326.6241673769,4322264.727589859
4,398590.6518386988,4359878.675469858
5,396854.67951002065,4397492.623349858
6,395118.7071813426,4435106.571229856
7,393382.7348526645,4472720.519109858
8,391646.7625239863,4510334.466989858
9,389889.91933161207,4548360.841366519
0,396817.9648557772,4080380.8546291753
1,395087.82659831864,4118981.827114865
2,393184.2357207623,4161420.093874865
3,391280.6448432058,4203858.360634865
4,389377.0539656494,4246296.627394864
5,387473.46308809303,4288734.894154865
6,385569.8722105368,4331173.160914864
7,383666.28133298026,4373611.427674864
8,381762.69045542396,4416049.694434864
9,379853.2912527924,4458617.678963416
10,,
0,431818.27778109675,4543997.510217697
1,430165.78204483166,4580373.270492921
2,428342.26212011377,4620406.420487923
3,426518.7421953959,4660439.570482922
4,424695.2222706779,4700472.720477922
5,422871.70234596013,4740505.870472923
6,421048.18242124224,4780539.020467922
7,419224.6624965244,4820572.170462923
8,417401.1425718065,4860605.320457922
9,415564.56280400476,4900912.14043569
10,,
0,402026.8591624279,4171576.7354873577
1,400456.7211391995,4206417.250270362
2,398721.1358655272,4244735.696695363
3,396985.5505918551,4283054.143120362
4,395249.9653181828,4321372.589545363
5,393514.38004451065,4359691.035970363
6,391778.7947708384,4398009.482395363
7,390043.20949716616,4436327.928820362
8,388307.62422349385,4474646.375245363
9,386562.5883775877,4513165.411613889
10,,
0,395523.7154958127,4130394.8343559145
1,393813.04515290767,4167598.0217945767
2,391914.1775944631,4208723.425894575
3,390015.3100360188,4249848.829994577
4,388116.4424775743,4290974.234094577
5,386217.5749191297,4332099.638194575
6,384318.70736068534,4373225.042294575
7,382419.8398022407,4414350.446394576
8,380520.9722437964,4455475.850494576
9,378599.26288398996,4497049.887750336
10,,
0,411344.1942082713,4284819.03579867
1,409669.6835091062,4321594.034210106
2,407808.2822985563,4362291.3520751055
3,405946.8810880064,4402988.669940107
4,404085.4798774567,4443685.987805107
5,402224.0786669067,4484383.305670107
6,400362.67745635693,4525080.623535106
7,398501.27624580706,4565777.941400107
8,396639.87503525725,4606475.259265106
9,394769.3076026919,4647372.898187152
10,,
0,399585.7728521583,4095052.362655077
1,397797.43008895096,4134469.138766546
2,395841.8014736743,4177493.0834315456
3,393886.1728583977,4220517.0280965455
4,391930.54424312094,4263540.972761546
5,389974.9156278442,4306564.917426545
6,388019.2870125676,4349588.862091545
7,386063.658397291,4392612.806756547
8,384108.02978201426,4435636.751421546
9,382129.9496149924,4479091.38041166
10,,
0,421595.31387054484,4316777.957432209
1,419932.75009093585,4353730.855771956
2,418095.5534047403,4394391.492961956
3,416258.3567185447,4435052.130151955
4,414421.1600323491,4475712.767341955
5,412583.96334615356,4516373.404531956
6,410746.76665995794,4557034.041721955
7,408909.56997376244,4597694.678911956
8,407072.3732875668,4638355.316101954
9,405227.8252094215,4679202.729515469
10,,
0,408311.4208075672,4186014.054589317
